단어,품사,빈도수
황제,NNG,1
중앙,NNG,1
관서,NNG,1
행이,NNG,1
제때,NNG,1
봉행,NNG,1
노,NNG,1
신분,NNG,1
악공,NNG,1
늦,VA,1
105,NR,1
울산,NNG,1
행패,NNG,1
監,OH,1
밀직사,NNG,1
박원,NNG,1
사관,NNG,1
강음현,NNG,1
공상,NNG,1
빙자,NNG,1
갈취,NNG,1
조을,VV,1
곤장,NNG,1
부교리,NNG,1
정자,NNG,1
구강,NNG,1
보살피,VV,1
녹사,NNG,1
지인,NNG,1
천전,NNG,1
유정,NNG,1
배사하,VV,1
키,NNG,1
재,NNG,1
고려,NNP,1
개수,NNG,1
감원,NNG,1
정리,NNG,1
양인,NNG,1
권,NNB,1
진의,NNG,1
거두,VV,1
대처,NNG,1
손실,NNG,1
겸하,VV,1
징수,NNG,1
지형,NNG,1
장연,NNG,1
이내,MAG,1
여,XSN,1
하,VX,1
조목,NNG,1
잘못,MAG,1
작성,NNG,1
승문원,NNG,1
경칩,NNG,1
말르,VV,1
금령,NNG,1
주포,NNG,1
건원릉,NNG,1
별제,NNG,1
선박,NNG,1
점고,NNG,1
접대,NNG,1
모여들,VV,1
짖,VV,1
대,VXV,1
요,NNG,1
밀,NNG,1
운,NNG,1
부정,NNG,1
물색,NNG,1
강신,NNG,1
염의,NNG,1
좋,VA,1
문소전,NNG,1
귀,NNG,1
신년,NNG,1
의식,NNG,1
거행,NNG,1
유사,NNG,1
누,VV,1
방물,NNG,1
검열,NNG,1
명의,NNG,1
후임,NNG,1
서류,NNG,1
감역관,NNG,1
원인,NNG,1
과죄하,VV,1
친족,NNG,1
상사,NNG,1
휴가,NNG,1
거듭,MAG,1
결절,NNG,1
한정,NNG,1
각,MDT,1
품의,NNG,1
녹과,NNG,1
북극성,NNG,1
사라지,VV,1
안,MAG,1
삭,MAG,1
라고,ECD,1
신청,NNG,1
사건,NNG,1
소속,NNG,1
금년,NNG,1
가정,NNG,1
공물,NNG,1
외,NNG,1
증조부,NNG,1
모인,NNG,1
영흥,NNP,1
씨,NNB,1
부인,NNG,1
묘,NNG,1
부실,NNG,1
조성,NNG,1
매매,NNG,1
물,XSN,1
허용,NNG,1
상원,NNG,1
일의,NNG,1
우사간,NNG,1
맹,XPN,1
저화,NNG,1
일과,NNG,1
의술,NNG,1
논평,NNG,1
조가,NNG,1
작,NNG,1
판결,NNG,1
중,NNB,1
오결,NNG,1
박부,NNG,1
려시,UN,1
무,XPN,1
창이,NNG,1
내자시,NNG,1
몰래,MAG,1
청,NNG,1
속공,NNG,1
제언,NNG,1
결,NNM,1
20,NR,1
효자,NNG,1
절부,NNG,1
문려,UN,1
문하,NNG,1
민간,NNG,1
성수,NNG,1
시좌궁,NNG,1
나무라,VV,1
신축년,NNG,1
1361,NR,1
본인,NNG,1
천첩,NNG,1
자손,NNG,1
사실,NNG,1
촌,NNG,1
의금부,NNG,1
연음,NNG,1
관제,NNG,1
개혁,NNG,1
유정현,NNG,1
정역,NNG,1
목장,NNG,1
살,NNG,1
곶,XSN,1
이에,MAG,1
오고,NNG,1
전용,NNG,1
긷,VV,1
번다,XR,1
익,VA,1
등에게,UN,1
출입자,NNG,1
승부,NNG,1
조종,NNG,1
생,XSN,1
시위,NNG,1
본사,NNG,1
