단어,품사,빈도수
통래,NNG,1
우의,NNG,1
성주,NNG,1
치하,NNG,1
오기,NNG,1
햇무리,NNG,1
진헌하,VV,1
마련,NNG,1
방책,NNG,1
사통,NNG,1
궁장,NNG,1
연식,NNG,1
용을,NNG,1
해진,NNG,1
탄신일,NNG,1
날씨,NNG,1
가을,NNG,1
같이,MAG,1
서,VV,1
늘,MAG,1
영의정,NNG,1
진산,NNG,1
황희,UN,1
때리,VV,1
지금,NNG,1
희경,NNG,1
창,NNG,1
권,XSN,1
매이,VV,1
분,NNM,1
비율,NNG,1
허,XSV,1
망지,UN,1
정치,NNG,1
대체,NNG,1
알,VV,1
관찰사,NNG,1
우사단,NNG,1
산천단,NNG,1
동남,NNG,1
모으,VV,1
석척,NNG,1
기우제,NNG,1
향,NNG,1
서도,NNG,1
내시,NNG,1
도만호,NNG,1
가,JKC,1
하직,NNG,1
박초,NNG,1
유의,NNG,1
벌,NNG,1
위로,NNG,1
상주,NNG,1
이은으,UN,1
부근,NNG,1
계보,NNG,1
경복궁,NNG,1
중앙,NNG,1
도의,NNG,1
방경,NNG,1
투옥,NNG,1
장연,NNG,1
병마,NNG,1
파하,VV,1
막,VV,1
죽이,VV,1
강시,NNG,1
살,VV,1
ㄹ라,ECD,1
숙배,NNG,1
좌정승,NNG,1
심덕,NNG,1
대칙,UN,1
내빙하,VV,1
좌의정,NNG,1
